Bin ID,Representative,Completeness,Contamination,Genome Size,Quality,Nr contigs,Classification,GTDBtk fastani Ref,16S rRNA,23S rRNA,5S rRNA,16S partial,23S partial,5S partial,Unique tRNAs,Total tRNAs,MIMAG,Sample,Original ID
SHD1_2632.fna.gz,No,83.64,8.93,3234915,medium-quality,11,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia argi,GCF_003287895.1,5.0,5.0,0.0,0.0,0.0,0.0,22,59,No,D016,ALL_multi_SemiBin_36_D016
SHD1_2094.fna.gz,No,83.05,1.39,1592916,medium-quality,21,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp905214825,GCA_905214825.1,5.0,5.0,0.0,0.0,0.0,0.0,22,53,No,D016,ALL_multi_SemiBin_40_D016
SHD1_2638.fna.gz,No,60.95,4.62,2503549,medium-quality,34,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__,,5.0,5.0,4.0,0.0,0.0,0.0,20,58,No,D016,ALL_multi_SemiBin_44_D016
SHD1_2608.fna.gz,No,63.19,3.98,3267576,medium-quality,29,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,3.0,3.0,3.0,0.0,0.0,0.0,20,55,No,D017,10G_20G_SemiBin_28_D017
SHD1_2633.fna.gz,Yes,75.92,7.43,3114928,medium-quality,8,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium cuniculi,GCF_004353185.1,2.0,2.0,1.0,0.0,0.0,0.0,17,60,No,D017,10G_20G_SemiBin_36_D017
SHD1_1757.fna.gz,No,99.88,2.99,3241552,high-quality,9,d__Bacteria;p__Bacillota;c__Bacilli;o__Haloplasmatales;f__Turicibacteraceae;g__Turicibacter;s__,,7.0,6.0,0.0,0.0,0.0,8.0,23,141,Yes,D017,ALL_LR_SemiBin_0_D017
SHD1_0819.fna.gz,Yes,100.0,0.65,3750484,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900547475,GCA_900547475.1,11.0,11.0,11.0,0.0,0.0,0.0,22,94,Yes,D017,ALL_LR_SemiBin_1_D017
SHD1_0504.fna.gz,No,98.41,0.02,3086244,high-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900541345,GCA_900541345.1,6.0,6.0,6.0,0.0,0.0,0.0,23,67,Yes,D017,ALL_LR_SemiBin_10_D017
SHD1_1149.fna.gz,No,94.53,0.03,1898540,high-quality,1,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__MGBC140090;s__,,4.0,4.0,0.0,0.0,0.0,4.0,22,47,Yes,D017,ALL_LR_SemiBin_11_D017
SHD1_0183.fna.gz,No,99.94,0.1,1904080,high-quality,1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__,,2.0,0.0,2.0,0.0,2.0,0.0,22,39,No,D017,ALL_LR_SemiBin_12_D017
SHD1_0061.fna.gz,No,99.99,0.03,3021417,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis,GCF_900104635.1,5.0,5.0,0.0,0.0,0.0,0.0,24,64,Yes,D017,ALL_LR_SemiBin_13_D017
SHD1_1366.fna.gz,No,92.28,0.05,3256137,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__,,5.0,5.0,5.0,0.0,0.0,0.0,23,63,Yes,D017,ALL_LR_SemiBin_14_D017
SHD1_0958.fna.gz,No,99.38,0.68,2624544,high-quality,6,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii,GCF_002222595.2,5.0,5.0,0.0,0.0,0.0,0.0,22,60,Yes,D017,ALL_LR_SemiBin_15_D017
SHD1_1465.fna.gz,No,97.72,1.42,3353614,high-quality,12,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625,GCF_001517625.2,6.0,6.0,1.0,0.0,0.0,0.0,22,63,Yes,D017,ALL_LR_SemiBin_16_D017
SHD1_1987.fna.gz,Yes,79.45,0.03,1974886,medium-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter sp017888745,GCA_017888745.1,10.0,10.0,9.0,0.0,0.0,0.0,22,86,No,D017,ALL_LR_SemiBin_17_D017
SHD1_1478.fna.gz,No,90.98,0.1,2940063,high-quality,9,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__,,5.0,5.0,4.0,0.0,0.0,0.0,22,77,Yes,D017,ALL_LR_SemiBin_18_D017
SHD1_0102.fna.gz,Yes,100.0,0.06,4800486,high-quality,1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_A,GCF_001729745.1,8.0,8.0,9.0,0.0,0.0,0.0,24,91,Yes,D017,ALL_LR_SemiBin_2_D017
SHD1_1379.fna.gz,Yes,99.99,1.64,3161770,high-quality,12,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter mayombei_A,GCF_014333445.1,10.0,9.0,9.0,0.0,1.0,0.0,22,88,Yes,D017,ALL_LR_SemiBin_21_D017
SHD1_2116.fna.gz,Yes,98.38,4.64,3957256,high-quality,8,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp018372555,GCA_018372555.1,10.0,10.0,10.0,0.0,0.0,0.0,22,84,Yes,D017,ALL_LR_SemiBin_22_D017
SHD1_1451.fna.gz,No,90.79,0.0,2591022,high-quality,6,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata,GCF_004346095.1,6.0,6.0,5.0,0.0,0.0,0.0,23,59,Yes,D017,ALL_LR_SemiBin_23_D017
SHD1_0430.fna.gz,Yes,99.98,0.27,2032211,high-quality,1,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis,GCF_900475675.1,7.0,7.0,7.0,0.0,0.0,0.0,22,71,Yes,D017,ALL_LR_SemiBin_3_D017
SHD1_2553.fna.gz,No,71.94,4.57,1788257,medium-quality,26,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Beduini;s__Beduini sp018365815,GCA_018365815.1,6.0,6.0,0.0,0.0,0.0,6.0,20,37,No,D017,ALL_LR_SemiBin_30_D017
SHD1_1396.fna.gz,Yes,96.6,1.02,2114537,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__,,4.0,4.0,4.0,0.0,0.0,0.0,22,61,Yes,D017,ALL_LR_SemiBin_4_D017
SHD1_0413.fna.gz,No,98.98,0.06,2668298,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum_C,GCA_018366195.1,5.0,5.0,5.0,0.0,0.0,0.0,23,75,Yes,D017,ALL_LR_SemiBin_6_D017
SHD1_0827.fna.gz,No,98.42,0.34,3016696,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp000435655,GCA_018223375.1,5.0,5.0,0.0,0.0,0.0,0.0,23,72,Yes,D017,ALL_LR_SemiBin_7_D017
SHD1_1165.fna.gz,No,98.35,0.82,2395323,high-quality,2,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__,,7.0,7.0,7.0,0.0,0.0,0.0,22,61,Yes,D017,ALL_LR_SemiBin_9_D017
SHD1_1681.fna.gz,No,88.14,0.31,2597949,medium-quality,11,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus,GCF_008121495.1,5.0,5.0,0.0,0.0,0.0,0.0,21,45,No,D017,ALL_SR_SemiBin_20_D017
SHD1_1453.fna.gz,No,91.56,0.16,2694690,high-quality,9,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195,GCA_902363515.1,5.0,5.0,0.0,0.0,0.0,0.0,22,54,Yes,D017,ALL_SR_SemiBin_21_D017
SHD1_1536.fna.gz,No,91.61,0.44,3114510,high-quality,21,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp900538475,GCA_900538475.1,6.0,6.0,7.0,0.0,0.0,0.0,23,68,Yes,D017,ALL_SR_SemiBin_25_D017
SHD1_0572.fna.gz,No,99.62,0.32,2458618,high-quality,2,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia spiroformis_A,GCA_018369555.1,5.0,5.0,0.0,0.0,0.0,5.0,22,59,Yes,D017,ALL_SR_SemiBin_3_D017
SHD1_2307.fna.gz,No,100.0,6.67,3919332,medium-quality,3,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__,,12.0,12.0,12.0,0.0,0.0,0.0,22,92,No,D017,ALL_SR_SemiBin_9_D017
SHD1_1281.fna.gz,No,100.0,1.39,3333353,high-quality,3,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia argi,GCF_003287895.1,5.0,5.0,0.0,0.0,0.0,0.0,22,58,Yes,D017,ALL_multi_SemiBin_10_D017
SHD1_1650.fna.gz,No,97.12,1.97,2486058,high-quality,9,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium;s__Amedibacterium intestinale,GCF_010537335.1,6.0,6.0,0.0,0.0,0.0,6.0,22,75,Yes,D017,ALL_multi_SemiBin_14_D017
SHD1_1988.fna.gz,No,97.94,3.73,3430837,high-quality,16,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa,GCF_014131695.1,4.0,4.0,0.0,0.0,0.0,4.0,22,62,Yes,D017,ALL_multi_SemiBin_24_D017
SHD1_2329.fna.gz,No,68.25,0.57,2644324,medium-quality,7,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp900548205,GCA_900548205.1,3.0,3.0,0.0,0.0,0.0,0.0,18,33,No,D017,ALL_multi_SemiBin_28_D017
SHD1_0165.fna.gz,Yes,99.9,0.08,2372914,high-quality,3,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900555485,GCA_905193685.1,9.0,9.0,0.0,0.0,0.0,10.0,24,70,Yes,D017,ALL_multi_SemiBin_3_D017
SHD1_2644.fna.gz,No,50.15,2.93,2216096,medium-quality,34,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066495;s__GCA-900066495 sp902362365,GCA_902362365.1,14.0,11.0,12.0,0.0,1.0,0.0,22,65,No,D017,ALL_multi_SemiBin_32_D017
SHD1_1085.fna.gz,Yes,95.82,0.17,4812468,high-quality,12,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter portucalensis,GCF_002042885.1,8.0,8.0,9.0,0.0,0.0,0.0,24,85,Yes,D017,ALL_multi_SemiBin_7_D017
SHD1_2157.fna.gz,No,78.51,0.96,2255112,medium-quality,6,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens,GCF_000013285.1,10.0,10.0,10.0,0.0,0.0,0.0,23,95,No,D017,ALL_multi_SemiBin_8_D017
SHD1_1526.fna.gz,No,99.5,1.98,2713604,high-quality,1,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__UBA3379;s__,,8.0,8.0,0.0,0.0,0.0,8.0,22,63,Yes,D018,ALL_LR_SemiBin_0_D018
SHD1_0561.fna.gz,No,100.0,0.39,3511733,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195,GCA_902363515.1,5.0,5.0,0.0,0.0,0.0,0.0,23,59,Yes,D018,ALL_LR_SemiBin_1_D018
SHD1_1373.fna.gz,No,98.17,1.25,2721909,high-quality,1,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium;s__Amedibacterium intestinale,GCF_010537335.1,6.0,6.0,0.0,0.0,0.0,6.0,22,66,Yes,D018,ALL_LR_SemiBin_10_D018
SHD1_1472.fna.gz,No,99.97,1.89,2869828,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter hiranonis,GCF_008151785.1,11.0,11.0,11.0,0.0,0.0,0.0,23,89,Yes,D018,ALL_LR_SemiBin_12_D018
SHD1_0962.fna.gz,No,98.29,0.47,3144992,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp000435655,GCA_018223375.1,5.0,5.0,0.0,0.0,0.0,0.0,24,77,Yes,D018,ALL_LR_SemiBin_13_D018
SHD1_1224.fna.gz,No,96.49,0.56,3221764,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp900538475,GCA_900538475.1,6.0,6.0,6.0,0.0,0.0,0.0,23,66,Yes,D018,ALL_LR_SemiBin_14_D018
SHD1_0234.fna.gz,No,100.0,0.14,3681088,high-quality,10,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766005,GCA_900766005.1,10.0,10.0,10.0,0.0,0.0,0.0,22,78,Yes,D018,ALL_LR_SemiBin_15_D018
SHD1_1461.fna.gz,No,95.12,0.89,4181270,high-quality,1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125,GCF_023050945.1,8.0,8.0,9.0,0.0,0.0,0.0,22,72,Yes,D018,ALL_LR_SemiBin_16_D018
SHD1_1244.fna.gz,No,99.99,1.3,4695181,high-quality,34,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,GCF_000012825.1,8.0,8.0,7.0,0.0,0.0,0.0,22,84,Yes,D018,ALL_LR_SemiBin_17_D018
SHD1_1156.fna.gz,No,97.71,0.68,2921213,high-quality,13,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625,GCF_001517625.2,4.0,4.0,0.0,0.0,0.0,0.0,22,60,Yes,D018,ALL_LR_SemiBin_18_D018
SHD1_0440.fna.gz,No,99.98,0.28,2017827,high-quality,1,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis,GCF_000156175.1,4.0,4.0,4.0,0.0,0.0,0.0,22,53,Yes,D018,ALL_LR_SemiBin_19_D018
SHD1_0323.fna.gz,No,99.97,0.19,3555788,high-quality,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900546645,GCA_900546645.1,6.0,6.0,6.0,0.0,0.0,0.0,22,90,Yes,D018,ALL_LR_SemiBin_2_D018
SHD1_0406.fna.gz,No,99.92,0.24,3321742,high-quality,4,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris,GCF_024622975.1,7.0,7.0,7.0,0.0,0.0,0.0,23,56,Yes,D018,ALL_LR_SemiBin_20_D018
SHD1_1048.fna.gz,No,99.57,0.86,3144687,high-quality,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp000437675,GCA_000437675.1,7.0,7.0,7.0,0.0,0.0,0.0,22,76,Yes,D018,ALL_LR_SemiBin_21_D018
SHD1_0639.fna.gz,No,99.98,0.47,3021227,high-quality,4,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii,GCF_002222595.2,5.0,5.0,0.0,0.0,0.0,0.0,22,61,Yes,D018,ALL_LR_SemiBin_22_D018
SHD1_0790.fna.gz,No,99.99,0.62,3158883,high-quality,6,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata,GCF_004346095.1,6.0,6.0,6.0,0.0,0.0,0.0,24,61,Yes,D018,ALL_LR_SemiBin_24_D018
SHD1_2301.fna.gz,Yes,80.31,2.67,2832385,medium-quality,33,d__Bacteria;p__Bacillota;c__Bacilli;o__Haloplasmatales;f__Turicibacteraceae;g__Turicibacter;s__,,7.0,6.0,0.0,2.0,2.0,9.0,23,128,No,D018,ALL_LR_SemiBin_28_D018
SHD1_0026.fna.gz,No,99.93,0.0,3614576,high-quality,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius,GCF_000187895.1,6.0,6.0,6.0,0.0,0.0,0.0,23,92,Yes,D018,ALL_LR_SemiBin_3_D018
SHD1_0629.fna.gz,No,99.81,0.42,3761112,high-quality,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola,GCF_000154845.1,6.0,6.0,6.0,0.0,0.0,0.0,22,93,Yes,D018,ALL_LR_SemiBin_4_D018
SHD1_0055.fna.gz,Yes,100.0,0.03,1950543,high-quality,1,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900544885,GCA_900544885.1,5.0,5.0,5.0,0.0,0.0,0.0,22,63,Yes,D018,ALL_LR_SemiBin_5_D018
SHD1_1792.fna.gz,No,97.42,0.05,2037778,high-quality,1,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum stercoricanis,GCF_000384195.1,7.0,7.0,0.0,0.0,0.0,7.0,23,57,Yes,D018,ALL_LR_SemiBin_6_D018
SHD1_0338.fna.gz,No,99.68,0.14,2283577,high-quality,2,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465,GCA_900541465.1,6.0,6.0,6.0,0.0,0.0,0.0,23,56,Yes,D018,ALL_LR_SemiBin_7_D018
SHD1_0113.fna.gz,No,100.0,0.07,2356901,high-quality,1,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,GCF_010669225.1,6.0,6.0,6.0,0.0,0.0,0.0,23,55,Yes,D018,ALL_LR_SemiBin_8_D018
SHD1_1674.fna.gz,No,99.3,2.5,2843066,high-quality,14,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__Sutterella sp905186105,GCA_905186105.1,4.0,4.0,0.0,0.0,0.0,0.0,23,71,Yes,D018,ALL_SR_SemiBin_11_D018
SHD1_2078.fna.gz,No,95.4,3.75,3680899,high-quality,6,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa,GCF_014131695.1,4.0,4.0,0.0,0.0,0.0,5.0,22,63,Yes,D018,ALL_SR_SemiBin_23_D018
SHD1_2385.fna.gz,No,66.84,0.9,1586601,medium-quality,38,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B canis,GCF_008693005.1,1.0,1.0,1.0,1.0,0.0,0.0,17,27,No,D018,ALL_SR_SemiBin_29_D018
SHD1_1859.fna.gz,No,97.36,2.97,2298665,high-quality,12,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__Sutterella wadsworthensis_A,GCF_000297775.1,2.0,2.0,1.0,0.0,0.0,0.0,22,67,Yes,D018,ALL_multi_SemiBin_13_D018
SHD1_2167.fna.gz,No,99.45,5.2,2976259,medium-quality,25,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus,GCF_008121495.1,5.0,5.0,0.0,0.0,0.0,0.0,22,62,No,D018,ALL_multi_SemiBin_14_D018
SHD1_0293.fna.gz,No,99.26,0.03,2535288,high-quality,12,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum_C,GCA_018366195.1,6.0,6.0,7.0,0.0,0.0,0.0,23,78,Yes,D018,ALL_multi_SemiBin_20_D018
SHD1_2082.fna.gz,No,84.95,1.7,2989642,medium-quality,8,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__,,5.0,5.0,5.0,0.0,0.0,0.0,22,58,No,D018,ALL_multi_SemiBin_25_D018
SHD1_2044.fna.gz,No,82.85,1.06,1702269,medium-quality,10,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885,GCF_021531475.1,4.0,4.0,0.0,0.0,0.0,0.0,23,51,No,D018,ALL_multi_SemiBin_27_D018
SHD1_2672.fna.gz,No,58.0,8.94,1988721,medium-quality,67,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__,,3.0,4.0,5.0,1.0,0.0,0.0,22,76,No,D018,ALL_multi_SemiBin_34_D018
SHD1_0981.fna.gz,Yes,99.01,0.64,2119891,high-quality,9,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella stercoris,GCF_020735465.1,4.0,4.0,5.0,0.0,0.0,0.0,21,49,Yes,D019,10G_20G_SemiBin_17_D019
SHD1_2407.fna.gz,No,95.71,6.99,2585489,medium-quality,19,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,GCF_010669225.1,6.0,6.0,6.0,0.0,0.0,0.0,21,64,No,D019,10G_20G_SemiBin_35_D019
SHD1_0660.fna.gz,No,99.68,0.43,2769649,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Scybalocola;s__,,5.0,5.0,5.0,0.0,0.0,0.0,22,60,Yes,D019,ALL_LR_SemiBin_0_D019
SHD1_1557.fna.gz,No,89.23,0.05,2877191,medium-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella massiliensis,GCF_004345265.1,5.0,5.0,6.0,0.0,0.0,0.0,23,77,No,D019,ALL_LR_SemiBin_10_D019
SHD1_1015.fna.gz,No,97.22,0.33,3135860,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp000435655,GCA_018223375.1,5.0,5.0,0.0,0.0,0.0,0.0,24,79,Yes,D019,ALL_LR_SemiBin_11_D019
SHD1_0091.fna.gz,No,99.98,0.05,3385358,high-quality,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766005,GCA_900766005.1,10.0,10.0,10.0,0.0,0.0,0.0,23,79,Yes,D019,ALL_LR_SemiBin_12_D019
SHD1_0490.fna.gz,No,99.27,0.18,3516702,high-quality,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__,,6.0,6.0,6.0,0.0,0.0,0.0,22,65,Yes,D019,ALL_LR_SemiBin_13_D019
SHD1_1237.fna.gz,No,99.99,1.29,3245941,high-quality,7,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia argi,GCF_003287895.1,5.0,5.0,0.0,0.0,0.0,0.0,22,59,Yes,D019,ALL_LR_SemiBin_16_D019
SHD1_0808.fna.gz,No,97.38,0.11,1982511,high-quality,1,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900545035,GCA_900545035.1,6.0,6.0,0.0,0.0,0.0,0.0,23,53,Yes,D019,ALL_LR_SemiBin_18_D019
SHD1_0721.fna.gz,No,99.97,0.55,2027487,high-quality,1,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis,GCF_000156175.1,4.0,4.0,4.0,0.0,0.0,0.0,22,52,Yes,D019,ALL_LR_SemiBin_19_D019
SHD1_0675.fna.gz,No,99.41,0.39,3773428,high-quality,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola,GCF_000154845.1,6.0,6.0,6.0,0.0,0.0,0.0,23,96,Yes,D019,ALL_LR_SemiBin_2_D019
